"","original_title","id","Drama","Comedy","Thriller","Action","Romance","Adventure","Crime","Science Fiction","Horror","Family","Fantasy","Mystery","Animation","History","War","Music","Documentary","Western","Foreign","TV Movie"
"2512","The Contract",1441,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2513","Vacancy",10294,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2514","In the Land of Women",13067,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2515","Mr. Bean's Holiday",1268,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2516","The Invisible",9785,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2517","Spider-Man 3",559,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2518","ゲド戦記",37933,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"2519","Maurice Richard",49081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2520","Дневной дозор",2269,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2521","This Is England",11798,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2522","Knocked Up",4964,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2523","Hairspray",2976,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2524","28 Weeks Later",1562,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2525","Shrek the Third",810,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2526","Once",5723,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2527","Pirates of the Caribbean: At World's End",285,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2528","Bug",12526,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2529","Mr. Brooks",3432,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2530","Gracie",15568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2531","88 Minutes",3489,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2532","Ocean's Thirteen",298,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2533","Ten Canoes",14064,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2534","Alone With Her",18206,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2535","Hostel: Part II",1691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2536","Surf's Up",9408,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2537","4: Rise of the Silver Surfer",1979,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2538","Fido",10288,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2539","Death Proof",1991,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2540","Rescue Dawn",9952,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2541","The TV Set",17320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2542","Swoon",54934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2543","Sicko",2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2544","Populärmusik från Vittula",442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2545","A Mighty Heart",1988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2546","1408",3021,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2547","Death at a Funeral",2196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2548","Live Free or Die Hard",1571,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2549","License to Wed",2959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2550","Evan Almighty",2698,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2551","Transformers",1858,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2552","Captivity",14125,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2553","Harry Potter and the Order of the Phoenix",675,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2554","I Now Pronounce You Chuck & Larry",3563,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2555","Stardust",2270,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2556","The Simpsons Movie",35,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2557","I Know Who Killed Me",5857,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2558","No Reservations",3638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2559","The Bourne Ultimatum",2503,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2560","You Kill Me",8141,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2561","Superbad",8363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2562","Rush Hour 3",5174,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2563","The Last Legion",9703,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2564","Sydney White",10760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2565","The Kingdom",4349,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2566","Daddy Day Camp",14144,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2567","The Invasion",4858,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2568","War",10431,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2569","The Nanny Diaries",12435,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2570","Halloween",2082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2571","Death Sentence",11835,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2572","The Good Night",13501,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"2573","3:10 to Yuma",5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2574","Shoot 'Em Up",4141,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2575","Atonement",4347,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2576","4 luni, 3 săptămîni și 2 zile",2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2577","No End in Sight",12901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2578","The Brave One",4413,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2579","In the Valley of Elah",6973,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"2580","Rang De Basanti",7913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2581","I Could Never Be Your Woman",15019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582","December Boys",4629,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583","Eastern Promises",2252,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2584","Brooklyn Rules",13072,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2585","The Death and Life of Bobby Z",10425,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2586","Resident Evil: Extinction",7737,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2587","Good Luck Chuck",10030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2588","Into the Wild",5915,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2589","The Game Plan",13680,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2590","The Heartbreak Kid",9038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2591","Dan in Real Life",7211,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2592","The Darjeeling Limited",4538,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2593","We Own the Night",2001,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2594","Elizabeth: The Golden Age",4517,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2595","Michael Clayton",4566,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2596","Lars and the Real Girl",6615,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2597","30 Days of Night",4513,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2598","Rendition",5125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2599","Things We Lost in the Fire",3877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2600","Gone Baby Gone",4771,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2601","The Assassination of Jesse James by the Coward Robert Ford",4512,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2602","10th & Wolf",13197,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2603","Auf der anderen Seite",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2604","Why Did I Get Married?",17202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2605","Saw IV",663,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2606","American Gangster",4982,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607","Bee Movie",5559,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2608","Before the Devil Knows You're Dead",7972,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2609","Le scaphandre et le papillon",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610","No Country for Old Men",6977,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2611","Itty Bitty Titty Committee",10520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2612","August Rush",5123,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2613","예의없는 것들",43987,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2614","Lions for Lambs",4515,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2615","Fred Claus",5375,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2616","Beowulf",2310,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2617","Love in the Time of Cholera",6639,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2618","Southland Tales",4723,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2619","12",20714,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2620","The Mist",5876,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2621","Enchanted",4523,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2622","Hitman",1620,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2623","P2",13474,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2624","Om Shanti Om",8079,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2625","Awake",13483,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2626","The Golden Compass",2268,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2627","I Am Legend",6479,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2628","Alvin and the Chipmunks",6477,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"2629","I'm Not There.",3902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2630","Juno",7326,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2631","My Blueberry Nights",1989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2632","Redacted",11600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2633","The Treatment",46902,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2634","Vượt Sóng",25784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2635","The Bucket List",7350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2636","The Kite Runner",7979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2637","Sweeney Todd: The Demon Barber of Fleet Street",13885,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2638","National Treasure: Book of Secrets",6637,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2639","There Will Be Blood",7345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2640","Charlie Wilson's War",6538,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2641","Aliens vs Predator: Requiem",440,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"2642","Walk Hard: The Dewey Cox Story",6575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2643","The Great Debaters",14047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2644","The Water Horse",54318,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2645","P.S. I Love You",6023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2646","27 Dresses",6557,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2647","Taare Zameen Par",7508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2648","디워",10253,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"2649","[REC]",8329,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2650","Flawless",13195,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2651","Cloverfield",7191,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2652","Untraceable",8090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2653","Rambo",7555,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2654","Meet the Spartans",7278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2655","The Eye",9030,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2656","The Signal",13059,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2657","Hellboy II: The Golden Army",11253,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2658","In Bruges",8321,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2659","Bamako",62652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2660","Dark Angel",19384,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2661","Welcome Home Roscoe Jenkins",13490,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2662","Fool's Gold",8676,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2663","U2 3D",37003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2664","Jumper",8247,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2665","Vantage Point",7461,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2666","The Spiderwick Chronicles",8204,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2667","Step Up 2: The Streets",8328,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2668","Jodhaa Akbar",14073,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2669","Run Fatboy Run",7942,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2670","Taxi to the Dark Side",13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2671","10,000 BC",7840,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2672","The Bank Job",8848,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2673","Doomsday",13460,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2674","Horton Hears a Who!",12222,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2675","Funny Games",8461,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2676","Монгол",12246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2677","The Love Guru",12177,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2678","Diary of the Dead",13025,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2679","Hallam Foe",2239,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2680","Justice League: The New Frontier",14011,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2681","What Just Happened",8944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2682","Return of the Living Dead 3",28260,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2683","The Dark Knight",155,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2684","Quiet City",46883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2685","Never Back Down",8456,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2686","Alatriste",13495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687","Joysticks",27323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2688","21",8065,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2689","Smart People",12890,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2690","Leatherheads",4942,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2691","Ji jie hao",14044,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2692","Pirates",11483,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2693","Stop-Loss",8988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2694","Julia",7351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2695","Nim's Island",10488,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2696","Forgetting Sarah Marshall",9870,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2697","Superhero Movie",11918,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2698","Street Kings",1266,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2699","Harold & Kumar Escape from Guantanamo Bay",13335,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700","Speed Racer",7459,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2701","The Forbidden Kingdom",1729,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2702","Virgin Territory",14324,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2703","Son of Rambow",13258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2704","Deception",13018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2705","Baby Mama",8780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2706","Expelled: No Intelligence Allowed",13359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2707","Iron Man",1726,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2708","Made of Honor",10761,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2709","The Bread, My Sweet",43664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2710","Taken",8681,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2711","Stargate: The Ark of Truth",13001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2712","Meet Bill",13243,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2713","What Happens in Vegas",9029,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2714","The Chronicles of Narnia: Prince Caspian",2454,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2715","War, Inc.",13191,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2716","Indiana Jones and the Kingdom of the Crystal Skull",217,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2717","Sex and the City",4564,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2718","The Strangers",10665,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2719","Kung Fu Panda",9502,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2720","You Don't Mess with the Zohan",10661,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2721","Mio fratello è figlio unico",9789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2722","Doctor Who",15691,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2723","The Happening",8645,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2724","The Incredible Hulk",1724,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2725","黃石的孩子",13405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2726","WALL·E",10681,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2727","Wanted",8909,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2728","Hancock",8960,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2729","Boy Culture",15728,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2730","Get Smart",11665,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2731","The Wackness",13990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2732","Mamma Mia!",11631,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2733","Bienvenue chez les ch'tis",8265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2734","Katyń",13614,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2735","Journey to the Center of the Earth",88751,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2736","Meet Dave",11260,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2737","Death Defying Acts",13910,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2738","デスノート",16007,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2739","Transsiberian",6687,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2740","Space Chimps",11802,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2741","Watchmen",13183,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2742","Step Brothers",12133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2743","Brideshead Revisited",12568,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2744","The X Files: I Want to Believe",8836,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2745","The Tracey Fragments",16725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2746","The Mummy: Tomb of the Dragon Emperor",1735,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2747","Swing Vote",10187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2748","The Midnight Meat Train",10185,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2749","Bottle Shock",13996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2750","Vicky Cristina Barcelona",5038,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2751","Pineapple Express",10189,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2752","Chi bi",12289,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2753","The Sisterhood of the Traveling Pants 2",10188,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2754","Elegy",11671,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2755","Tropic Thunder",7446,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2756","Star Wars: The Clone Wars",12180,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"2757","Mutant Chronicles",13256,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2758","Vals Im Bashir",8885,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2759","Låt den rätte komma in",13310,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2760","Death Race",10483,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2761","The House Bunny",12620,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
